label,title,content,text
0,funny indeed,"Wrote Joe Nye : ""Alexa led me to the bed in the middle of the enormous room and pulled me down beside her. I kissed her breasts and ran my hand between her thighs. She gripped my shoulders tightly. Unlike the first time I made love to Alexa, when the ecstasy had been eroded by a sense of anxiety and uncertainty, I was sucked into this moment as quickly and completely as if I had placed my feet in quicksand. Memories from years ago blended with intense physical excitement in a driving, pounding torrent of pa","funny indeed Wrote Joe Nye : ""Alexa led me to the bed in the middle of the enormous room and pulled me down beside her. I kissed her breasts and ran my hand between her thighs. She gripped my shoulders tightly. Unlike the first time I made love to Alexa, when the ecstasy had been eroded by a sense of anxiety and uncertainty, I was sucked into this moment as quickly and completely as if I had placed my feet in quicksand. Memories from years ago blended with intense physical excitement in a driving, pounding torrent of pa"
0,Are you kidding me?,"This movie was abysmal. I don't understand how anyone could possibly rate it over two stars. The acting was ridiculous, it is amazing that Robert Duvall lent his name to the film. The cinematography was terrible. The plot also seemed thoughtless, although, having not read the book, I cannot attest to its faithfulness. It seemed as though the producers spent the movie's entire budget on payroll, as the props, writing, etc. were all very shabby. Overall, it is hard to even watch the movie all the way through.","Are you kidding me? This movie was abysmal. I don't understand how anyone could possibly rate it over two stars. The acting was ridiculous, it is amazing that Robert Duvall lent his name to the film. The cinematography was terrible. The plot also seemed thoughtless, although, having not read the book, I cannot attest to its faithfulness. It seemed as though the producers spent the movie's entire budget on payroll, as the props, writing, etc. were all very shabby. Overall, it is hard to even watch the movie all the way through."
1,Healing The Wounded emotions,Good all round book for the doctor or counsellor looking at non pharmacological means to tacklean immense problem in society today.Also some key spiritual truths as emotions are intimatelylinked to the human spirit.,Healing The Wounded emotions Good all round book for the doctor or counsellor looking at non pharmacological means to tacklean immense problem in society today.Also some key spiritual truths as emotions are intimatelylinked to the human spirit.
1,The Heart of All Youngs Music,"This has to be the Neil Young album to savour. Known as on of the ""roughest"" of all youngs albums, with that said, this is the best by far of Youngs early recordings. Songs such as L.A., and Last Dance, will leave you loving this rare gem. This is the cornerstone of all Youngs collection, left for you to love over and over again!!!! You aren't a Young fan until you have heard or loved this album.","The Heart of All Youngs Music This has to be the Neil Young album to savour. Known as on of the ""roughest"" of all youngs albums, with that said, this is the best by far of Youngs early recordings. Songs such as L.A., and Last Dance, will leave you loving this rare gem. This is the cornerstone of all Youngs collection, left for you to love over and over again!!!! You aren't a Young fan until you have heard or loved this album."
0,Dumbest game in THE WORLD!!!!!! :-(,"This is the dumbest game ever, no questions asked. I thought Sega would do a better job for a game like this! Let me explain my experience:Well, first of all, I rented this game (good thing too) and I came home excited to play it because I'm really into monsters, and creating and customizing stuff. Well so I played it and I hated it. That's all there is to be said about ""Stupid, stupid, stupid Amazing Island!!!!!"" It's a good thing I only rented it, because I almost wanted to buy it before I knew what it wa","Dumbest game in THE WORLD!!!!!! :-( This is the dumbest game ever, no questions asked. I thought Sega would do a better job for a game like this! Let me explain my experience:Well, first of all, I rented this game (good thing too) and I came home excited to play it because I'm really into monsters, and creating and customizing stuff. Well so I played it and I hated it. That's all there is to be said about ""Stupid, stupid, stupid Amazing Island!!!!!"" It's a good thing I only rented it, because I almost wanted to buy it before I knew what it wa"
0,It's going back!,I orderd this lens a few days ago and I am not keeping it. Here is my reviewPros:* Solid build quality* Fast and quiet autofocus* Well controlled Barrel Distortion even at 17mm.Cons:* After testing this lens for 2 hours. 95% of the pictures were comming out dark with some indoor pictures having dark corners even with my flash on. Picture taken at 2pm on a bright sunny day were dark and colors were dull!!!*My other L lens EF 70-200 f 4 (from 4 years ago) takes amazing picture compared to this one.ConclusionI,It's going back! I orderd this lens a few days ago and I am not keeping it. Here is my reviewPros:* Solid build quality* Fast and quiet autofocus* Well controlled Barrel Distortion even at 17mm.Cons:* After testing this lens for 2 hours. 95% of the pictures were comming out dark with some indoor pictures having dark corners even with my flash on. Picture taken at 2pm on a bright sunny day were dark and colors were dull!!!*My other L lens EF 70-200 f 4 (from 4 years ago) takes amazing picture compared to this one.ConclusionI
1,Great workout,"ORDER THIS!! I was introduced to Minna after after seeing and doing a brief workout with the Fitness/Exercise On Demand Channel. After doing this routine a few times, I soon ordered the DVD and haven't been disappointed. It is an incredibly wonderful workout for fat burning. The added Bonus 15 minute training for abs really hits the spot (ouch! in a good way). I especially liked the Grace and Balance portion. Minna is concise and uplifting in that she provides a different type of cardio workout. The routine","Great workout ORDER THIS!! I was introduced to Minna after after seeing and doing a brief workout with the Fitness/Exercise On Demand Channel. After doing this routine a few times, I soon ordered the DVD and haven't been disappointed. It is an incredibly wonderful workout for fat burning. The added Bonus 15 minute training for abs really hits the spot (ouch! in a good way). I especially liked the Grace and Balance portion. Minna is concise and uplifting in that she provides a different type of cardio workout. The routine"
0,Do not buy this,"My first unit lasted about 5 months, and I had it replaced under warranty costing me about $40 or so in shipping costs and about a month's time. The replacement lasted about a year before it just suddently stopped working. The unit is quiet, so I didn't notice that it quit working until I saw the temp was at 81. I wonder how long it was out before I noticed? Customer service has yet to respond to my inquiry - it's been about a week now. Bad product is matched by bad customer service.","Do not buy this My first unit lasted about 5 months, and I had it replaced under warranty costing me about $40 or so in shipping costs and about a month's time. The replacement lasted about a year before it just suddently stopped working. The unit is quiet, so I didn't notice that it quit working until I saw the temp was at 81. I wonder how long it was out before I noticed? Customer service has yet to respond to my inquiry - it's been about a week now. Bad product is matched by bad customer service."
1,Nice Iron,"I bought this iron about two years ago. I'm forever leaving water in it, even when it's off. Big mistake as it spits water, as well as the heating element doesn't work properly. Irons aren't made to take this abuse, and now I have to get another. However, I'll buy another just like this as I love the titanium finish on the soleplate. I can't tell you how many times I've used fusible fabric, and it never stuck! Much better than any non-stick surface I've used. Wish I could get the iron repaired, as everythin","Nice Iron I bought this iron about two years ago. I'm forever leaving water in it, even when it's off. Big mistake as it spits water, as well as the heating element doesn't work properly. Irons aren't made to take this abuse, and now I have to get another. However, I'll buy another just like this as I love the titanium finish on the soleplate. I can't tell you how many times I've used fusible fabric, and it never stuck! Much better than any non-stick surface I've used. Wish I could get the iron repaired, as everythin"
0,Not exactly symmetrical,"I would return this if I could. I thought this would have been a terrific razor considering the reviews. However, after a few months of use and switching blades (again, switching) I have noticed that one side shows more blade than the other...hence one side of the shave is ""closer"". Not sure what to do.","Not exactly symmetrical I would return this if I could. I thought this would have been a terrific razor considering the reviews. However, after a few months of use and switching blades (again, switching) I have noticed that one side shows more blade than the other...hence one side of the shave is ""closer"". Not sure what to do."
0,Dissapointing.,"The word that I frist heard describing Kelly's new Album was edgey, and if by edgey you mean full of annoying guitar melody's then it is very edgey. The lyrics are fine, but they would have worked so much better if they were put the good music. Like I said the lead guitar is just overwhelming and annoying. Kelly Clarkson is famous because she is an amazing singer, and I don't want to hear her overshadowed with guitar melodies and overproduced background beats.","Dissapointing. The word that I frist heard describing Kelly's new Album was edgey, and if by edgey you mean full of annoying guitar melody's then it is very edgey. The lyrics are fine, but they would have worked so much better if they were put the good music. Like I said the lead guitar is just overwhelming and annoying. Kelly Clarkson is famous because she is an amazing singer, and I don't want to hear her overshadowed with guitar melodies and overproduced background beats."
1,Sugar Artistry!,"Wanted this book for several years--Gave up owning this book, due to being out of print with an extremely high resale price ($99.00 plus). Now that it is more reasonable - so I am now a very proud owner! This is a great addition to my collection of her books. She was my first ""idol""!","Sugar Artistry! Wanted this book for several years--Gave up owning this book, due to being out of print with an extremely high resale price ($99.00 plus). Now that it is more reasonable - so I am now a very proud owner! This is a great addition to my collection of her books. She was my first ""idol""!"
1,Great toddler book,"My 21-month-old son adores this book. The illustrations are bright and cheerful. The story has fun sounds to make, and he learns to count throughout the book. A wonderful toddler book.","Great toddler book My 21-month-old son adores this book. The illustrations are bright and cheerful. The story has fun sounds to make, and he learns to count throughout the book. A wonderful toddler book."
0,Product still faulty in 2008,"My husband bought me this tool in 2008 and it has the same fly-apart head construction that other reviewers describe. Mine even broke a window. The tool is so non-functional that I don't see how B&D could have put it on the market. They clearly didn't test it themselves. When it isn't flying apart, it consumes cutting line as if it were spaghetti. I would NOT buy another string trimmer from Black and Decker.","Product still faulty in 2008 My husband bought me this tool in 2008 and it has the same fly-apart head construction that other reviewers describe. Mine even broke a window. The tool is so non-functional that I don't see how B&D could have put it on the market. They clearly didn't test it themselves. When it isn't flying apart, it consumes cutting line as if it were spaghetti. I would NOT buy another string trimmer from Black and Decker."
0,salt leaks out of the bottom,I purchased these salt and pepper shakers because they looked nice. They don't hold a lot of salt or pepper and the salt leaks out of the bottom. This was a bad purchase. I would not recommend them to anyone.,salt leaks out of the bottom I purchased these salt and pepper shakers because they looked nice. They don't hold a lot of salt or pepper and the salt leaks out of the bottom. This was a bad purchase. I would not recommend them to anyone.
0,Poorly made,"I got this doll for my 3 year old grandson, while he was playing with it, the very first day we got it, his leg snapped off. The joint broke completely, and he was not playing rough with it...just carrying it around, by the head no less. He tried to take the mask off and...*SNAP* the leg came off.","Poorly made I got this doll for my 3 year old grandson, while he was playing with it, the very first day we got it, his leg snapped off. The joint broke completely, and he was not playing rough with it...just carrying it around, by the head no less. He tried to take the mask off and...*SNAP* the leg came off."
0,She's Lost Her Keen Eye,"This is perhaps the fourth book by Ann Tyler that I have read and I realized after completing it, I continue to look for and hope for the bite, the razzle-dazzle keen eye she had for the human condition found in her earlier work.Alas, it isn't in The Amateur Marriage. This book has a cast of completely forgetable and unlikable characters, mundane plotlines and conflict, and no real developmental arc to any of them. If this is her subtle metaphor for life and marriage, well, thanks, but that's not my experie","She's Lost Her Keen Eye This is perhaps the fourth book by Ann Tyler that I have read and I realized after completing it, I continue to look for and hope for the bite, the razzle-dazzle keen eye she had for the human condition found in her earlier work.Alas, it isn't in The Amateur Marriage. This book has a cast of completely forgetable and unlikable characters, mundane plotlines and conflict, and no real developmental arc to any of them. If this is her subtle metaphor for life and marriage, well, thanks, but that's not my experie"
0,"Adequate, eventually","This tripod is easy to setup for hands-free shower usage, but the nozzle hangs too low for stand-up showers. In part because I've hacked in a much better shower head for the Zodi hose that hangs even lower, I also had to hack an extension for the upright to get the entire rig to hang just above my head (I'm 5'10; thankfully my shower hut is 7' :). If you need to raise the curved piece, a piece of 3/4"" white PVC tubing slides right over the tubes with enough support for the top piece and the shower head, wit","Adequate, eventually This tripod is easy to setup for hands-free shower usage, but the nozzle hangs too low for stand-up showers. In part because I've hacked in a much better shower head for the Zodi hose that hangs even lower, I also had to hack an extension for the upright to get the entire rig to hang just above my head (I'm 5'10; thankfully my shower hut is 7' :). If you need to raise the curved piece, a piece of 3/4"" white PVC tubing slides right over the tubes with enough support for the top piece and the shower head, wit"
0,Season two Sucks in Japanese Audio........,"Like I said in my review of the season one box set......DON'T BUY IT, IT IS NOT WORTH THE MONEY!!!!!!!!!Update: Reported by ICv2 in April 2010, Toei is now offering all 200 episodes refurbished of the series for internatioal soliction( I don't know if they included the two specials and the three movies though(please have someone answer that part)). Sorry it came so late.","Season two Sucks in Japanese Audio........ Like I said in my review of the season one box set......DON'T BUY IT, IT IS NOT WORTH THE MONEY!!!!!!!!!Update: Reported by ICv2 in April 2010, Toei is now offering all 200 episodes refurbished of the series for internatioal soliction( I don't know if they included the two specials and the three movies though(please have someone answer that part)). Sorry it came so late."
1,Good Study Bible,"Very good study Bible. McCarthur is very diligent in studying the Bible and all types of resources surrounding it such as history, Greek, Hebrew, other Christian works, secular works, etc. Not a big fan of NASB or NKJV of the Bible, though many prefer them. In some cases the reading is more difficult. For example (NASB then KJV) magi-wise men, dissipation-riot, sordid-filthy, diadems-crowns. Obviously there are examples where the opposite is true also. Another place to look at some NASB changes is hissheep.","Good Study Bible Very good study Bible. McCarthur is very diligent in studying the Bible and all types of resources surrounding it such as history, Greek, Hebrew, other Christian works, secular works, etc. Not a big fan of NASB or NKJV of the Bible, though many prefer them. In some cases the reading is more difficult. For example (NASB then KJV) magi-wise men, dissipation-riot, sordid-filthy, diadems-crowns. Obviously there are examples where the opposite is true also. Another place to look at some NASB changes is hissheep."
0,Zzzzzz,I could not get interested and eventually gave up. There are too many good books to read without wAsting time on this.,Zzzzzz I could not get interested and eventually gave up. There are too many good books to read without wAsting time on this.
0,Moon Pool and cave diving,"I bought this book without very high expectations, because it was apparently published originally as a mass-market paperback. But I'd been told it had a hi-tech cave-diving theme, and it did turn out to mention several cave-divers I know. (But the scene is really a flooded mine.) It's not a mystery; you find out whodunit on the first page of the first chapter. I guess it's a suspense thriller. I found it readable, but the author's inclusion of lots of unnecessary facts in an effort to show off his research ","Moon Pool and cave diving I bought this book without very high expectations, because it was apparently published originally as a mass-market paperback. But I'd been told it had a hi-tech cave-diving theme, and it did turn out to mention several cave-divers I know. (But the scene is really a flooded mine.) It's not a mystery; you find out whodunit on the first page of the first chapter. I guess it's a suspense thriller. I found it readable, but the author's inclusion of lots of unnecessary facts in an effort to show off his research "
0,clean up daily :(,"Absolutely disappointingcant pour out of carafe without a total mess on counter top talk about frustrating...I would rather wait a couple minutes longer for brewing than to have half of it on my counter ... never will i own a Bunn again ,,, mistake ...","clean up daily :( Absolutely disappointingcant pour out of carafe without a total mess on counter top talk about frustrating...I would rather wait a couple minutes longer for brewing than to have half of it on my counter ... never will i own a Bunn again ,,, mistake ..."
1,Excellent,What can I say? Rochelle has yet to disappoint me in the things she's written. I truly enjoyed the Hideway Saga and this after not reading a romance novel in over 20 years.,Excellent What can I say? Rochelle has yet to disappoint me in the things she's written. I truly enjoyed the Hideway Saga and this after not reading a romance novel in over 20 years.
0,Not high enough,This seems to be well made but I have a 4 month old toy poodle. Weighs 3.2 pounds. She gets over this. Not good for any dog since they don't come too much smaller than mine,Not high enough This seems to be well made but I have a 4 month old toy poodle. Weighs 3.2 pounds. She gets over this. Not good for any dog since they don't come too much smaller than mine
1,Nice hat for the price,"This is a nice mid level hat. For the 12 bucks I paid, I certainly am happy with the hat. It seems well made and should last me the entire baseball season (I play on an adult baseball team with the Indians as our mascot). If you are wearing it casually, I'm sure it would last several years.","Nice hat for the price This is a nice mid level hat. For the 12 bucks I paid, I certainly am happy with the hat. It seems well made and should last me the entire baseball season (I play on an adult baseball team with the Indians as our mascot). If you are wearing it casually, I'm sure it would last several years."
0,Full of Rah Rah Rah,"Here's all he should have put in this book, ""You can do it"" because that's all I found. Very little in this book was helpful to me, maybe that's because I didn't want to read a book that only talked about how great the author was and how you can do it too. Mind you, he didn't actually tell you how, but he told you he was going to, up until the end of the book.","Full of Rah Rah Rah Here's all he should have put in this book, ""You can do it"" because that's all I found. Very little in this book was helpful to me, maybe that's because I didn't want to read a book that only talked about how great the author was and how you can do it too. Mind you, he didn't actually tell you how, but he told you he was going to, up until the end of the book."
1,pet water dishes,This is a great product. I've purchased several of these in different sizes. I bought one of the larger ones which was a little too heavy for me to manage so I have multiple smaller ones. They're easy to use and go right into the dishwasher.,pet water dishes This is a great product. I've purchased several of these in different sizes. I bought one of the larger ones which was a little too heavy for me to manage so I have multiple smaller ones. They're easy to use and go right into the dishwasher.
0,A little disappointed,"If you need help choosing and interviewing doctors, mid-wives, nannies, etc., there are many pages dedicated to helping you do so. However, I felt this did not apply to me personally. Also, there aren't enough blank spaces to take notes, just a few lines. I was expecting more space to take day-to-day notes. I ended up buying another journal after using this for a week.","A little disappointed If you need help choosing and interviewing doctors, mid-wives, nannies, etc., there are many pages dedicated to helping you do so. However, I felt this did not apply to me personally. Also, there aren't enough blank spaces to take notes, just a few lines. I was expecting more space to take day-to-day notes. I ended up buying another journal after using this for a week."
1,Love it!,I love this sink and wish I had bought it years earlier. It was so easy to install. I would recommend this product to anyone who wants a single bowl sink. I also like how deep it is.,Love it! I love this sink and wish I had bought it years earlier. It was so easy to install. I would recommend this product to anyone who wants a single bowl sink. I also like how deep it is.
0,What on earth?,"I watched the preview and decided to rent this from iTunes. That was a big mistake... I remember thinking that the preview probably was the best part of the movie, and sure enough... You'd need an army of disbelief to suspend to make this even plausible.This could have been fun, if it had gone campy and not tried to take itself serious... but NO! And don't even get me started on the ending.I just don't know what they were thinking... This disaster movie is a disaster!","What on earth? I watched the preview and decided to rent this from iTunes. That was a big mistake... I remember thinking that the preview probably was the best part of the movie, and sure enough... You'd need an army of disbelief to suspend to make this even plausible.This could have been fun, if it had gone campy and not tried to take itself serious... but NO! And don't even get me started on the ending.I just don't know what they were thinking... This disaster movie is a disaster!"
1,Very good product.,My son soesn't like the variable nipple so I tried this one. He takes the bottle very well. Only problem is that it's hard to find at stores. So buy extras when found.,Very good product. My son soesn't like the variable nipple so I tried this one. He takes the bottle very well. Only problem is that it's hard to find at stores. So buy extras when found.
1,Learning to keep Sabbath Holy,A Great read for those looking for the reason why to remember the Sabbath. This book is a classic. The body of the book shares why and how God calls us to a time of rest. Heschel's daughter's introduction shares how sacred this time was for her family growing up and the various ways they celebrated the Sabbath. I purchased the book to read a Jewish perspective on Sabbath from a beloved Jewish scholar and I was not disappointed.,Learning to keep Sabbath Holy A Great read for those looking for the reason why to remember the Sabbath. This book is a classic. The body of the book shares why and how God calls us to a time of rest. Heschel's daughter's introduction shares how sacred this time was for her family growing up and the various ways they celebrated the Sabbath. I purchased the book to read a Jewish perspective on Sabbath from a beloved Jewish scholar and I was not disappointed.
1,Great product for a great price,"Title said it all. I was able to install the Oxygen Sensor in less than 15 minutes and I'm not a mechanic. With the new sensor installed, I was able to reset my check engine light and passed CA smog test without any glitches.","Great product for a great price Title said it all. I was able to install the Oxygen Sensor in less than 15 minutes and I'm not a mechanic. With the new sensor installed, I was able to reset my check engine light and passed CA smog test without any glitches."
1,Great Device,"The best money I have spent on my house. I put one in my second story laundry room and one next to my air handler, and I sleep much better now. The one in the laundry room has already alerted us to a splashing situation caused by an overfilled washer and I am sure it saved us more time and money than it cost.","Great Device The best money I have spent on my house. I put one in my second story laundry room and one next to my air handler, and I sleep much better now. The one in the laundry room has already alerted us to a splashing situation caused by an overfilled washer and I am sure it saved us more time and money than it cost."
0,Description Needs Editing,Instead of 10-inch should be 9 1/2 inch. Should state skillet has humorous oblong shape instead of tired looking circular shape.,Description Needs Editing Instead of 10-inch should be 9 1/2 inch. Should state skillet has humorous oblong shape instead of tired looking circular shape.
1,fair quality for the price,"I found the aluminium frame a bit heavy and the handlebar not very confortable. Moreover I had to adjust brakes and shifts when I got it, and the instructions were not that usefull. Overall I think is a fair quality for the price.","fair quality for the price I found the aluminium frame a bit heavy and the handlebar not very confortable. Moreover I had to adjust brakes and shifts when I got it, and the instructions were not that usefull. Overall I think is a fair quality for the price."
0,Even their own techs couldn't make it work...,"Perhaps the worst computer product I've ever owned. Spent nearly four hours with a D-Link tech, a tech from my ISP and a tech from my satellite provider. None of them could get this thing to connect to my modem despite trying every imaginable configuration.Took it back to the store where I purchased it and traded it for an older and cheaper Linksys Wireles-G router that was up and running in 15 minutes.Normally I like D-Link products, but this one is junk. Avoid this router like the plague.","Even their own techs couldn't make it work... Perhaps the worst computer product I've ever owned. Spent nearly four hours with a D-Link tech, a tech from my ISP and a tech from my satellite provider. None of them could get this thing to connect to my modem despite trying every imaginable configuration.Took it back to the store where I purchased it and traded it for an older and cheaper Linksys Wireles-G router that was up and running in 15 minutes.Normally I like D-Link products, but this one is junk. Avoid this router like the plague."
1,A fantastic guide to karate basics by the late Master Nakayama.,"The entire ""Best Karate"" series by Master Nakayama are must have books for all Shotokan Karate students. . This is the first book in the series and is a must read by anyone who desires to learn the vital basic techniques of Shotokan karate. Basic blocks, punches, strikes and kicks are shown as well as how to flow from one technique to another. As anyone who has studied Shotokan karate knows, the basics are practiced in every training session.This book in combination with actual training under an instructor,","A fantastic guide to karate basics by the late Master Nakayama. The entire ""Best Karate"" series by Master Nakayama are must have books for all Shotokan Karate students. . This is the first book in the series and is a must read by anyone who desires to learn the vital basic techniques of Shotokan karate. Basic blocks, punches, strikes and kicks are shown as well as how to flow from one technique to another. As anyone who has studied Shotokan karate knows, the basics are practiced in every training session.This book in combination with actual training under an instructor,"
1,70's Movie Not Bad,"Well for a British movie of the 1970's, this one is not bad, this Zombie movie has it all, nudity, gore, suspense, a graveyard, non beliving cops, but the best part of it all is how the zombies come to life, it will make you laugh. Still it has momements of edge of your seat suspense and ripping bloody moments. It even has an introduction by the director of the movie who lets you know this is a movie that should cause you fear.","70's Movie Not Bad Well for a British movie of the 1970's, this one is not bad, this Zombie movie has it all, nudity, gore, suspense, a graveyard, non beliving cops, but the best part of it all is how the zombies come to life, it will make you laugh. Still it has momements of edge of your seat suspense and ripping bloody moments. It even has an introduction by the director of the movie who lets you know this is a movie that should cause you fear."
1,Loved it!,"Tall, Dark & Hungry was another hot, sexy and funny book by Lynsay Sands.I loved Bastien and Terri, their story was amazing! And it was really great that Lucern and Kate (from the previous book) were present in this story as well. Planning their wedding sure didn't go smoothly LOLOh, and I just love Vincent, the somewhat strange cousin. I hope there will be a book about him cause I want to get to know him better.I'm curious to see who the next book will be about!","Loved it! Tall, Dark & Hungry was another hot, sexy and funny book by Lynsay Sands.I loved Bastien and Terri, their story was amazing! And it was really great that Lucern and Kate (from the previous book) were present in this story as well. Planning their wedding sure didn't go smoothly LOLOh, and I just love Vincent, the somewhat strange cousin. I hope there will be a book about him cause I want to get to know him better.I'm curious to see who the next book will be about!"
0,Not terribly exciting,"My kids listen to a very wide range of styles, but were not remotely interested in this CD.","Not terribly exciting My kids listen to a very wide range of styles, but were not remotely interested in this CD."
1,Slick Design,With record snow in this area I needed to get the white stuff off my roof. This product is great! It is MUCH easier to use that a snow rake. I used a snow rake the week befor this arrived and my arms were killing me. This product was much easier on my arms. What a great design! The only downfall is the pastic chute can tear on the ice but tape fixed it quickly. And replacement chutes can be ordered.,Slick Design With record snow in this area I needed to get the white stuff off my roof. This product is great! It is MUCH easier to use that a snow rake. I used a snow rake the week befor this arrived and my arms were killing me. This product was much easier on my arms. What a great design! The only downfall is the pastic chute can tear on the ice but tape fixed it quickly. And replacement chutes can be ordered.
1,Hours of fun,"My son asked for this software for Christmas last year, after he discovered the joy of stop-motion animation. Even with the limited camera placement options available with my laptop's built-in iSight camera, he enjoys making Legos and Hot Wheels zoom around the room.I have to imagine that software of this caliber would have cost professional animaters thousands of dollars just a few years ago, and I can hardly believe that we live in a time when it is inexpensive enough to serve to entertain a kid on a quie","Hours of fun My son asked for this software for Christmas last year, after he discovered the joy of stop-motion animation. Even with the limited camera placement options available with my laptop's built-in iSight camera, he enjoys making Legos and Hot Wheels zoom around the room.I have to imagine that software of this caliber would have cost professional animaters thousands of dollars just a few years ago, and I can hardly believe that we live in a time when it is inexpensive enough to serve to entertain a kid on a quie"
0,Irving's Worst Novel: Read Eveything Else but This,"This novel is tedious, redundant, and utterly boring. Irving is one of my favorite writers of all time: Cider House Rules is by far his best with interesting characters and profound social commentary. Hotel New Hampshire and World According to Garp are incredible. A Widow for One Year is astoundingly well done and very entertaining. This one blows!","Irving's Worst Novel: Read Eveything Else but This This novel is tedious, redundant, and utterly boring. Irving is one of my favorite writers of all time: Cider House Rules is by far his best with interesting characters and profound social commentary. Hotel New Hampshire and World According to Garp are incredible. A Widow for One Year is astoundingly well done and very entertaining. This one blows!"
1,A Christmas Story,A fun and entertaining family movie that is sure to please all. Something that you must watch every Christmas season.,A Christmas Story A fun and entertaining family movie that is sure to please all. Something that you must watch every Christmas season.
0,EA Games begining to SUCK !!!!!,All they doing is adding a $1.00 new feature and asking us to pay the $50.00 for it. If they dont change their strategy soon than it's bye bye for them. I will not buy any other games from EA until they make worth while.,EA Games begining to SUCK !!!!! All they doing is adding a $1.00 new feature and asking us to pay the $50.00 for it. If they dont change their strategy soon than it's bye bye for them. I will not buy any other games from EA until they make worth while.
0,Really saves wear and tear on your hand,"Having a very bad hand, these pens are perfect for me. But the ones I bought on line seem to be much more cheaply made than the ones I bought at a local store. They fell apart from being carried in my purse. I do, however, love the colors.If you can find these in stores, I think they are better but the overall design of the pens makes writing much more comfortable.","Really saves wear and tear on your hand Having a very bad hand, these pens are perfect for me. But the ones I bought on line seem to be much more cheaply made than the ones I bought at a local store. They fell apart from being carried in my purse. I do, however, love the colors.If you can find these in stores, I think they are better but the overall design of the pens makes writing much more comfortable."
0,poseurs,"I think I liked this stuff better 10 years ago when it was a wee bit more original and fresh. Hopelessly derivitive. And they deny it! At least STP admits their influences. Creed , please go back to Florida and play again at Disney or wherever.","poseurs I think I liked this stuff better 10 years ago when it was a wee bit more original and fresh. Hopelessly derivitive. And they deny it! At least STP admits their influences. Creed , please go back to Florida and play again at Disney or wherever."
0,No Yo Yo,"I dont recall hearing much Yo Yo Ma during what I could take of the CD. Yelling and screaming followed by passages of instruments with unlistenable melodies. Every CD has songs that arent as listenable as the others. But thats ALL this disc offers. I was angry at myself for havinng paid money for it. Had I the opportunity to listen before I bought, I would not have bought this. I sometimes enjoy listening to the SDTK from Crouching Tiger, Flying Daggers, Hero, or other films when practicing martial arts. I ","No Yo Yo I dont recall hearing much Yo Yo Ma during what I could take of the CD. Yelling and screaming followed by passages of instruments with unlistenable melodies. Every CD has songs that arent as listenable as the others. But thats ALL this disc offers. I was angry at myself for havinng paid money for it. Had I the opportunity to listen before I bought, I would not have bought this. I sometimes enjoy listening to the SDTK from Crouching Tiger, Flying Daggers, Hero, or other films when practicing martial arts. I "
1,Great Hiking Resource,"Having just moved here, I needed a book that would take me to out-of-the-way, non-touristy hikes. This one does it. The only drawback is that the directions to the trailheads are not as detailed as I would like.","Great Hiking Resource Having just moved here, I needed a book that would take me to out-of-the-way, non-touristy hikes. This one does it. The only drawback is that the directions to the trailheads are not as detailed as I would like."
1,Should have bought this before any others,"I bought this last year for my daughter when she switched to a dual-mode booster seat in hopes of providing additional protection for the car from the car seat. I had previously used several variations of a car seat protector but none offered the same type of stiffness as this one. It offers a little more protection than the softer ones. The bottom pad has a slight lip that curls up which I found has caught some crumbs from my daughter's snacking. With small children, crumbs are invitable but it was nice to","Should have bought this before any others I bought this last year for my daughter when she switched to a dual-mode booster seat in hopes of providing additional protection for the car from the car seat. I had previously used several variations of a car seat protector but none offered the same type of stiffness as this one. It offers a little more protection than the softer ones. The bottom pad has a slight lip that curls up which I found has caught some crumbs from my daughter's snacking. With small children, crumbs are invitable but it was nice to"
1,Good for Brew N' Go,"These fit the Brew N' Go well, but could stand to be a little bit taller. I like to use a lot of fairly coarsely ground coffee to make a cup, which means that my minimum volume of grounds is the maximum this filter can carry. Another half inch or even an inch would make a huge difference - there's certainly space in the coffee maker for it!If you're a normal coffee drinker, though, using fewer, finer grounds, this is an excellent choice for you.","Good for Brew N' Go These fit the Brew N' Go well, but could stand to be a little bit taller. I like to use a lot of fairly coarsely ground coffee to make a cup, which means that my minimum volume of grounds is the maximum this filter can carry. Another half inch or even an inch would make a huge difference - there's certainly space in the coffee maker for it!If you're a normal coffee drinker, though, using fewer, finer grounds, this is an excellent choice for you."
1,The BEST Book EVER on AutoLISP Programming !!!!,"I did not need any other book on AutoLISP programming - This book went with me anywhere I did - the toilet , my bed , my computer desk. It DID NOT teach DCL programming so I bought another (by Christian Immler). If you want to see what I used AutoLISP for - check the website mentioned below. If you can get the book it - DO IT ...","The BEST Book EVER on AutoLISP Programming !!!! I did not need any other book on AutoLISP programming - This book went with me anywhere I did - the toilet , my bed , my computer desk. It DID NOT teach DCL programming so I bought another (by Christian Immler). If you want to see what I used AutoLISP for - check the website mentioned below. If you can get the book it - DO IT ..."
1,This should be stacked next to Monopoly,"This book is well executed, brilliant and revolutionary. However unrealistic it may be- it still shows great evolution of the character and his attributes and fulfills a primitive need for warfare and the birth of an epiphany after you read it. A great book almost all-around; it also lacks Card's religious outlook which shows his massive strength as a writer.","This should be stacked next to Monopoly This book is well executed, brilliant and revolutionary. However unrealistic it may be- it still shows great evolution of the character and his attributes and fulfills a primitive need for warfare and the birth of an epiphany after you read it. A great book almost all-around; it also lacks Card's religious outlook which shows his massive strength as a writer."
